id_disease	id_phenotype
108120	211
108120	954
108120	1032
108120	1181
108120	1188
108120	1193
108120	1374
108120	1425
108120	1762
108120	1838
108120	1848
108120	2650
108120	2804
108120	2987
108120	3184
108120	3273
108120	6380
108120	9473
108120	9742
108120	12385
108145	6
108145	218
108145	286
108145	325
108145	411
108145	483
108145	486
108145	490
108145	508
108145	512
108145	540
108145	563
108145	581
108145	602
108145	767
108145	1119
108145	1166
108145	1547
108145	1776
108145	2091
108145	2650
108145	2804
108145	3199
108145	3725
108145	4322
108145	4673
108145	5684
108145	5879
108145	6109
108145	6184
108145	6251
108145	7703
108145	9921
108145	30084
108200	6
108200	407
108200	2804
108200	5612
108300	6
108300	175
108300	201
108300	272
108300	405
108300	407
108300	463
108300	501
108300	518
108300	541
108300	545
108300	618
108300	767
108300	926
108300	1166
108300	1519
108300	1634
108300	2650
108300	2655
108300	2808
108300	3040
108300	4568
108300	5280
108300	6361
108300	11800
108320	223
108330	6
108330	2664
108370	6
108370	1249
108370	1250
108370	1257
108370	2059
108370	3217
108370	8936
108370	11451
108370	12448
108390	707
108450	347
108450	444
108450	540
108450	565
108450	678
108450	2007
108450	2949
108450	4626
108450	8929
108450	200053
108500	6
108500	360
108500	640
108500	651
108500	1152
108500	1260
108500	1324
108500	1332
108500	1751
108500	2073
108500	2076
108500	2131
108500	2321
108500	2486
108500	3401
108500	3829
108500	6855
108500	10545
108600	6
108600	508
108600	514
108600	605
108600	1258
108600	1260
108600	1288
108600	1332
108600	1347
108600	1761
108600	2015
108600	2354
108600	2497
108600	3828
108600	8969
108650	6
108650	549
108650	639
108650	648
108650	1260
108650	1347
108650	2075
108650	2497
108650	3487
108650	7728
108700	6
108700	1251
108700	2380
108720	6
108720	28
108720	175
108720	272
108720	347
108720	470
108720	520
108720	774
108720	878
108720	1156
108720	1217
108720	1561
108720	1602
108720	1622
108720	1762
108720	2007
108720	2084
108720	2949
108720	2982
108720	2986
108720	2990
108720	3042
108720	3097
108720	3196
108720	3417
108720	3745
108720	3811
108720	3826
108720	4592
108720	5280
108720	5792
108720	6406
108720	6408
108720	6495
108720	8905
108720	10049
108720	10743
108720	11800
108720	30330
108721	6
108721	175
108721	269
108721	272
108721	327
108721	347
108721	470
108721	1234
108721	1762
108721	1852
108721	2007
108721	2650
108721	2947
108721	2982
108721	2986
108721	3042
108721	3180
108721	3440
108721	4632
108721	4976
108721	5280
108721	6060
108721	6200
108721	8905
108721	11800
108725	6
108725	1658
108725	2155
108725	3233
108760	6
108760	402
108760	405
108760	413
108760	5906
108760	8773
108770	6
108770	1706
108770	6699
108770	11705
108770	200127
108800	1631
108900	6
108900	1629
108900	1636
108900	1682
108900	1684
108900	1712
108900	4935
108900	5110
108900	12248
108950	6
108950	4754
108950	4757
108950	5165
108950	6671
108985	6
108985	483
108985	545
108985	3677
108985	7950
109000	6
109000	1385
109000	3083
109000	4322
109000	9907
109050	6
109050	365
109050	1256
109050	1363
109050	2000
109050	4692
109050	30680
109100	30057
109120	6
109120	238
109120	248
109120	256
109120	272
109120	316
109120	327
109120	407
109120	486
109120	506
109120	520
109120	558
109120	925
109120	1249
109120	1252
109120	1274
109120	2119
109120	2673
109120	2690
109120	2827
109120	4322
109120	6958
109120	7873
109120	7886
109120	12368
109130	6
109130	107
109130	2749
109130	3198
109130	3236
109130	3701
109130	6557
109130	11001
109150	6
109150	508
109150	520
109150	544
109150	623
109150	640
109150	641
109150	651
109150	726
109150	1151
109150	1251
109150	1257
109150	1260
109150	1272
109150	1300
109150	1332
109150	2015
109150	2063
109150	2067
109150	2070
109150	2073
109150	2078
109150	2171
109150	2172
109150	2198
109150	2380
109150	12332
109150	2495
109150	2503
109150	2839
109150	3394
109150	3438
109150	3487
109150	3676
109150	3693
109150	3743
109150	7089
109150	12532
109150	30454
109160	6
109160	2157
109200	1470
109200	1596
109270	6
109270	952
109270	1744
109270	1878
109270	1923
109270	1927
109270	2904
109270	4444
109270	4445
109270	4446
109270	5502
109300	6
109300	9466
109300	30084
109350	6
109350	2020
109350	100580
109350	100633
109400	6
109400	175
109400	204
109400	238
109400	242
109400	256
109400	280
109400	303
109400	316
109400	431
109400	486
109400	501
109400	518
109400	568
109400	612
109400	766
109400	773
109400	892
109400	912
109400	1056
109400	1144
109400	1156
109400	1249
109400	1270
109400	1425
109400	2007
109400	2007
109400	2414
109400	2650
109400	2671
109400	2751
109400	2885
109400	2937
109400	2948
109400	3828
109400	4280
109400	4795
109400	5449
109400	5462
109400	5815
109400	8422
109400	9650
109400	9729
109400	10044
109400	10442
109400	10603
109400	10609
109400	10610
109400	10612
109400	10617
109400	10618
109400	200021
109500	6
109500	470
109500	2277
109500	2691
109500	2751
109500	3396
109500	3690
109500	3828
109500	3829
109500	4484
109500	5758
109500	5788
109543	6
109543	5550
109560	2665
109560	5550
109600	6
109600	1939
109650	31
109650	155
109650	737
109650	1094
109650	1101
109650	1369
109650	2229
109650	2638
109650	3249
109650	10783
109650	12424
109720	6
109720	2613
109730	6
109730	1647
109730	1650
109740	6
109740	28
109740	508
109740	924
109740	11803
109800	6
109800	6740
109820	6
109820	10
109820	19
109820	790
109820	8664
109820	8691
109820	8742
109820	100518
109900	6
109900	153
109900	478
109900	853
109900	10749
110000	6
110000	10749
110050	6
110050	298
110050	506
110050	1249
110050	1304
110050	10628
110100	6
110100	141
110100	218
110100	378
110100	431
110100	482
110100	486
110100	506
110100	508
110100	537
110100	540
110100	568
110100	581
110100	639
110100	769
110100	837
110100	1595
110100	5280
110100	5280
110100	8209
110100	8222
110150	6
110150	545
110150	1083
110150	7800
110150	7970
110700	6
110700	1939
110700	2715
110800	10970
111150	10971
111400	6
111400	10970
111620	10701
111700	7
111700	4446
111700	4870
112200	6
112200	153
112200	1028
112200	1034
112200	1392
112200	1873
112200	1891
112200	2035
112200	2086
112200	2576
112200	2580
112200	2584
112200	2756
112200	5520
112200	7129
112240	6
112240	347
112240	586
112240	691
112240	938
112240	1334
112240	1620
112240	2007
112240	2757
112240	2953
112240	4322
112240	4440
112240	5472
112240	11800
112250	6
112250	938
112250	963
112250	963
112250	977
112250	978
112250	2216
112250	2669
112250	2756
112250	2979
112250	3084
112250	3198
112250	3202
112250	3325
112250	3676
112250	3690
112250	3701
112250	5010
112250	5045
112250	5686
112250	7819
112250	12315
112250	100244
112250	100254
112270	6
112270	2653
112300	6
112300	668
112300	2216
112300	7410
112310	6
112310	430
112310	431
112310	2990
112310	3510
112310	3811
112310	3974
112310	5104
112310	8824
112350	6
112350	696
112350	1249
112350	2650
112350	2808
112350	3177
112350	3440
112350	3510
112350	4490
112350	6487
112350	10538
112370	6
112370	252
112370	271
112370	1263
112370	1510
112370	1840
112370	7560
112410	6
112410	822
112410	1156
112410	4322
112410	9803
112410	10049
112410	10579
112430	6
112430	1367
112430	9381
112430	11675
112440	6
112440	1156
112440	1598
112440	4689
112440	4689
112440	4704
112440	9237
112440	9280
112440	9778
112440	9836
112440	10044
112440	10047
112440	11304
112450	6
112450	1234
112450	8080
112450	9778
112450	9882
112450	10049
112450	10109
112450	10743
112500	6
112500	1032
112500	1156
112500	1169
112500	1204
112500	1425
112500	4209
112500	4279
112500	4322
112500	5194
112500	6146
112500	6165
112500	6213
112500	6236
112500	9279
112500	9462
112500	9467
112500	9638
112500	9882
112500	10049
112500	10107
112600	6
112600	1156
112600	1822
112600	4209
112600	4220
112600	4322
112600	4691
112600	8096
112600	9161
112600	9182
112600	9204
112600	9464
112600	9467
112600	9514
112600	9536
112600	9568
112600	9575
112600	10055
112600	10109
112600	10194
112700	6
112700	4209
112700	4220
112700	5910
112700	9370
112700	10579
112800	6
112800	4220
112800	5850
112800	9370
112800	9577
112800	100387
112910	6
112910	925
112910	1500
112910	1831
112910	1837
112910	2984
112910	3022
112910	3027
112910	3038
112910	4322
112910	5013
112910	5736
112910	6135
112910	8127
112910	8368
112910	9370
112910	9466
112910	9702
112910	9803
112910	9843
113000	6
113000	54
113000	260
113000	270
113000	696
113000	1159
113000	1629
113000	1760
113000	1798
113000	2937
113000	2944
113000	2948
113000	3026
113000	4590
113000	5819
113000	5831
113000	9473
113000	9835
113000	10554
113000	11304
113000	12385
113100	6
113100	1156
113100	1762
113100	1772
113100	2750
113100	3067
113100	4209
113100	4322
113100	5819
113100	6206
113100	9324
113100	9331
113100	9349
113100	9356
113100	9417
113100	9436
113100	9456
113100	9461
113100	9463
113100	9464
113100	9495
113100	9516
113100	9523
113100	9527
113100	9534
113100	9536
113100	9575
113100	9587
113100	10034
113100	10259
113100	10442
113100	11929
113200	6
113200	5627
113200	9642
113200	10077
113300	6
113300	311
113300	894
113300	1156
113300	1571
113300	5863
113300	6587
113300	8848
113300	10049
113300	10743
113301	6
113301	311
113301	1631
113301	4322
113301	5863
113301	10044
113301	10743
113310	1156
113310	1839
113310	2990
113310	6492
113310	9803
113400	486
113400	639
113400	1156
113400	1249
113400	1251
113400	10049
113400	10743
113450	6
113450	98
113450	1204
113450	1761
113450	1769
113450	2944
113450	3180
113450	6170
113450	7598
113450	9371
113450	10034
113450	10239
113450	100490
113470	83
113470	347
113470	369
113470	581
113470	954
113470	965
113470	2984
113470	3031
113470	3038
113470	3745
113470	5011
113470	5280
113470	7759
113470	12745
113475	6
113475	4689
113475	8093
113477	6
113477	154
113477	252
113477	307
113477	445
113477	1798
113477	1999
113477	2164
113477	4220
113477	4227
113477	4322
113477	10959
113480	6
113480	44
113480	219
113480	319
113480	458
113480	506
113480	5280
113480	6118
113500	6
113500	470
113500	540
113500	926
113500	1552
113500	2176
113500	2650
113500	2808
113500	3411
113500	8922
113500	9466
113500	30084
113500	100864
113600	6
113600	464
113610	6
113610	639
113610	2078
113610	2120
113610	2313
113610	3581
113610	6827
113610	10530
113620	6
113620	28
113620	47
113620	104
113620	107
113620	164
113620	175
113620	196
113620	204
113620	252
113620	268
113620	272
113620	316
113620	347
113620	350
113620	358
113620	369
113620	396
113620	405
113620	407
113620	420
113620	455
113620	470
113620	480
113620	486
113620	506
113620	508
113620	518
113620	528
113620	545
113620	568
113620	579
113620	582
113620	612
113620	639
113620	954
113620	987
113620	1057
113620	1177
113620	1250
113620	1256
113620	1511
113620	1611
113620	1804
113620	2020
113620	2021
113620	2162
113620	2211
113620	2216
113620	2335
113620	2558
113620	2808
113620	2987
113620	3307
113620	4209
113620	4334
113620	4464
113620	4467
113620	4785
113620	5217
113620	5280
113620	5473
113620	6610
113620	8551
113620	8559
113620	8606
113620	8897
113620	9623
113620	9778
113620	9794
113620	10517
113620	10566
113650	6
113650	76
113650	104
113650	110
113650	113
113650	175
113650	193
113650	218
113650	275
113650	276
113650	376
113650	378
113650	384
113650	402
113650	410
113650	410
113650	691
113650	799
113650	1374
113650	1425
113650	2060
113650	2566
113650	3828
113650	3829
113650	4458
113650	4467
113650	4712
113650	4742
113650	7678
113650	7925
113650	8551
113650	8586
113650	9795
113650	9796
113650	9797
113650	9798
113650	10628
113650	11094
113650	100274
113670	765
113670	1470
113700	6
113700	453
113700	1417
113700	2561
113700	10311
113750	6
113750	7
113750	505
113750	613
113750	639
113750	1595
113750	7663
113800	6
113800	972
113800	1019
113800	8066
113800	40189
113900	6
113900	1279
113900	1425
113900	1645
113900	1699
113900	2094
113900	5170
113900	5172
113900	11711
113900	11712
113950	6
113950	11712
113970	3745
113970	30080
114000	6
114000	1945
114000	2982
114000	4490
114000	5731
114000	6465
114030	6
114030	7565
114030	9737
114065	6
114065	1650
114065	1659
114065	4380
114065	10702
114100	6
114100	7
114100	252
114100	268
114100	1250
114100	1257
114100	1260
114100	1263
114100	2071
114100	2135
114100	2445
114100	2461
114100	2504
114100	3121
114100	3593
114100	4322
114100	4325
114100	6887
114100	10864
114140	6
114140	951
114150	6
114150	20
114150	1153
114150	1156
114150	1159
114150	1161
114150	1831
114150	5879
114200	6
114200	3166
114200	4976
114200	100490
114200	100490
114290	6
114290	126
114290	175
114290	238
114290	256
114290	260
114290	274
114290	316
114290	347
114290	348
114290	365
114290	369
114290	457
114290	581
114290	878
114290	882
114290	883
114290	1252
114290	1508
114290	1561
114290	1627
114290	1762
114290	2098
114290	2104
114290	2751
114290	2786
114290	2827
114290	2866
114290	2980
114290	3038
114290	5035
114290	5257
114290	5280
114290	6390
114290	6628
114290	8434
114290	8477
114290	8873
114290	8921
114290	11910
114290	12245
